id,m_id,m_fmr_id,m_messengerid,m_messengername,m_unixtime,m_messagetype,m_latitude,m_longitude,m_modelid,m_showcustommsg,m_datetime,m_batterystate,m_hidden,m_altitude,m_payloadstatus,m_custname,m_custassignee,m_custaddr,m_devicetype,m_devicestatus,m_devicestatussubtype,m_deviceinputstatus,m_devicegroup,m_devicefuelstatus1,m_devicefuelstatus2,m_devicewindspeed,m_devicetemperature,m_devicespeed,m_devicedistance,m_deviceheading,m_devicecompass,m_devicebarometric,m_devicewinddirection,m_devicehumidity,m_time,m_date,payload_asli,payload_latitude,payload_longitude,payload_inputstatus,payload_subtype,m_devicegroupdemo,m_devicefuelcoef,m_devicehatch
1782010,1537342994,sftp0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3127001,TNC3127001,2021-02-05 19:49:28,UNLIMITED-TRACK,3.864520,95.86749267578,"","",2021-02-05 19:49:28,LOW,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782012,1537342994,0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3127001,TNC3127001,2021-02-05 19:49:28,UNLIMITED-TRACK,3.864520,95.86749267578,SPOTTRACE,Y,2021-02-05 19:49:28,LOW,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782013,1537344061,sftp0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-4424315,TNC4424315,2021-02-05 19:52:18,NEWMOVEMENT,0.184470,117.64546203613,"","",2021-02-05 19:52:18,GOOD,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782014,1537344807,sftp0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3183154,TNC3183154,2021-02-05 19:54:07,UNLIMITED-TRACK,-4.495320,117.07237243652,"","",2021-02-05 19:54:07,GOOD,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782017,1537344807,0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3183154,TNC3183154,2021-02-05 19:54:07,UNLIMITED-TRACK,-4.495320,117.07237243652,SPOTTRACE,Y,2021-02-05 19:54:07,GOOD,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782015,1537345107,sftp0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3127001,TNC3127001,2021-02-05 19:54:56,UNLIMITED-TRACK,3.864510,95.86753845215,"","",2021-02-05 19:54:56,LOW,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782016,1537345107,0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3127001,TNC3127001,2021-02-05 19:54:56,UNLIMITED-TRACK,3.864510,95.86753845215,SPOTTRACE,Y,2021-02-05 19:54:56,LOW,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782018,1537345275,sftp0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-4425348,TNC4425348,2021-02-05 19:55:29,UNLIMITED-TRACK,0.679080,127.17498779297,"","",2021-02-05 19:55:29,GOOD,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782021,1537349000,sftp0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3127001,TNC3127001,2021-02-05 19:59:30,STOP,3.864640,95.86763000488,"","",2021-02-05 19:59:30,LOW,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782024,1537349000,0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3127001,TNC3127001,2021-02-05 19:59:30,STOP,3.864640,95.86763000488,SPOTTRACE,Y,2021-02-05 19:59:30,LOW,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782020,1537348937,sftp0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3127001,TNC3127001,2021-02-05 20:04:30,STOP,3.864680,95.86781311035,"","",2021-02-05 20:04:30,LOW,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782022,1537348937,0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3127001,TNC3127001,2021-02-05 20:04:30,STOP,3.864680,95.86781311035,SPOTTRACE,Y,2021-02-05 20:04:30,LOW,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782041,1537358567,sftp0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3127001,TNC3127001,2021-02-05 20:21:11,UNLIMITED-TRACK,3.864730,95.86788177490,"","",2021-02-05 20:21:11,LOW,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782044,1537358567,0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3127001,TNC3127001,2021-02-05 20:21:11,UNLIMITED-TRACK,3.864730,95.86788177490,SPOTTRACE,Y,2021-02-05 20:21:11,LOW,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782031,1537357699,sftp0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3184337,TNC3184337,2021-02-05 20:24:09,NEWMOVEMENT,-5.249710,123.52918243408,"","",2021-02-05 20:24:09,GOOD,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782036,1537357699,0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3184337,TNC3184337,2021-02-05 20:24:09,NEWMOVEMENT,-5.249710,123.52918243408,SPOTTRACE,Y,2021-02-05 20:24:09,GOOD,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782032,1537357820,sftp0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3196935,TNC3196935,2021-02-05 20:24:26,STOP,-2.083220,121.76542663574,"","",2021-02-05 20:24:26,GOOD,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782040,1537358520,sftp0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3127001,TNC3127001,2021-02-05 20:26:11,UNLIMITED-TRACK,3.865160,95.86788177490,"","",2021-02-05 20:26:11,LOW,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782043,1537358520,0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3127001,TNC3127001,2021-02-05 20:26:11,UNLIMITED-TRACK,3.865160,95.86788177490,SPOTTRACE,Y,2021-02-05 20:26:11,LOW,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782045,1537360686,sftp0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3127001,TNC3127001,2021-02-05 20:31:10,UNLIMITED-TRACK,3.866370,95.86753845215,"","",2021-02-05 20:31:10,LOW,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782047,1537360686,0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3127001,TNC3127001,2021-02-05 20:31:10,UNLIMITED-TRACK,3.866370,95.86753845215,SPOTTRACE,Y,2021-02-05 20:31:10,LOW,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782140,1537385893,sftp0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-4425151,TNC4425151,2021-02-05 20:32:31,UNLIMITED-TRACK,0.695550,127.31266021729,"","",2021-02-05 20:32:31,GOOD,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782046,1537361345,sftp0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3195424,TNC3195424,2021-02-05 20:32:46,NEWMOVEMENT,-5.897980,105.73452758789,"","",2021-02-05 20:32:46,LOW,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782048,1537364530,sftp0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-4405177,TNC4405177,2021-02-05 20:40:57,NEWMOVEMENT,1.495510,125.25598144531,"","",2021-02-05 20:40:57,LOW,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782049,1537364565,sftp0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-4425149,TNC4425149,2021-02-05 20:41:02,UNLIMITED-TRACK,-2.127140,128.77507019043,"","",2021-02-05 20:41:02,GOOD,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782062,1537368913,sftp0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3127001,TNC3127001,2021-02-05 20:41:09,UNLIMITED-TRACK,3.868370,95.86654663086,"","",2021-02-05 20:41:09,LOW,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782070,1537368913,0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3127001,TNC3127001,2021-02-05 20:41:09,UNLIMITED-TRACK,3.868370,95.86654663086,SPOTTRACE,Y,2021-02-05 20:41:09,LOW,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782050,1537366416,sftp0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-4424315,TNC4424315,2021-02-05 20:45:25,STOP,0.184280,117.64515686035,"","",2021-02-05 20:45:25,GOOD,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782061,1537368912,sftp0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3127001,TNC3127001,2021-02-05 20:46:09,UNLIMITED-TRACK,3.868710,95.86551666260,"","",2021-02-05 20:46:09,LOW,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782069,1537368912,0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3127001,TNC3127001,2021-02-05 20:46:09,UNLIMITED-TRACK,3.868710,95.86551666260,SPOTTRACE,Y,2021-02-05 20:46:09,LOW,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782051,1537367230,sftp0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3126446,TNC3126446,2021-02-05 20:47:18,STATUS,1.490840,125.23719024658,"","",2021-02-05 20:47:18,GOOD,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782057,1537367230,0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3126446,TNC3126446,2021-02-05 20:47:18,STATUS,1.490840,125.23719024658,SPOTTRACE,Y,2021-02-05 20:47:18,GOOD,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782060,1537368861,sftp0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3127001,TNC3127001,2021-02-05 20:51:09,UNLIMITED-TRACK,3.868840,95.86483001709,"","",2021-02-05 20:51:09,LOW,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782068,1537368861,0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3127001,TNC3127001,2021-02-05 20:51:09,UNLIMITED-TRACK,3.868840,95.86483001709,SPOTTRACE,Y,2021-02-05 20:51:09,LOW,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782093,1537375320,sftp0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3127001,TNC3127001,2021-02-05 20:56:08,UNLIMITED-TRACK,3.869060,95.86489105225,"","",2021-02-05 20:56:08,LOW,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782103,1537375320,0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3127001,TNC3127001,2021-02-05 20:56:08,UNLIMITED-TRACK,3.869060,95.86489105225,SPOTTRACE,Y,2021-02-05 20:56:08,LOW,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782071,1537371816,sftp0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3143878,tnc0227,2021-02-05 20:58:15,STATUS,-1.271330,116.85669708252,"","",2021-02-05 20:58:15,LOW,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782078,1537371816,0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3143878,tnc0227,2021-02-05 20:58:15,STATUS,-1.271330,116.85669708252,SPOTTRACE,Y,2021-02-05 20:58:15,LOW,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782072,1537372226,sftp0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-4425348,TNC4425348,2021-02-05 20:59:10,UNLIMITED-TRACK,0.708880,127.09023284912,"","",2021-02-05 20:59:10,GOOD,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782092,1537375319,sftp0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3127001,TNC3127001,2021-02-05 21:01:08,UNLIMITED-TRACK,3.869100,95.86489105225,"","",2021-02-05 21:01:08,LOW,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782102,1537375319,0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3127001,TNC3127001,2021-02-05 21:01:08,UNLIMITED-TRACK,3.869100,95.86489105225,SPOTTRACE,Y,2021-02-05 21:01:08,LOW,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782091,1537375273,sftp0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3127001,TNC3127001,2021-02-05 21:06:08,UNLIMITED-TRACK,3.869190,95.86498260498,"","",2021-02-05 21:06:08,LOW,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782101,1537375273,0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3127001,TNC3127001,2021-02-05 21:06:08,UNLIMITED-TRACK,3.869190,95.86498260498,SPOTTRACE,Y,2021-02-05 21:06:08,LOW,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782094,1537375482,sftp0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-4406090,TNC4406090,2021-02-05 21:06:38,NEWMOVEMENT,-4.724140,133.41259765625,"","",2021-02-05 21:06:38,GOOD,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782100,1537375482,0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-4406090,TNC4406090,2021-02-05 21:06:38,NEWMOVEMENT,-4.724140,133.41259765625,SPOTTRACE,Y,2021-02-05 21:06:38,GOOD,0,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782104,1537377476,sftp0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3127001,TNC3127001,2021-02-05 21:11:08,UNLIMITED-TRACK,3.869290,95.86502838135,"","",2021-02-05 21:11:08,LOW,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782112,1537377476,0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3127001,TNC3127001,2021-02-05 21:11:08,UNLIMITED-TRACK,3.869290,95.86502838135,SPOTTRACE,Y,2021-02-05 21:11:08,LOW,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782106,1537378896,sftp0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3184337,TNC3184337,2021-02-05 21:14:28,UNLIMITED-TRACK,-5.190310,123.56215667725,"","",2021-02-05 21:14:28,GOOD,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782110,1537378896,0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3184337,TNC3184337,2021-02-05 21:14:28,UNLIMITED-TRACK,-5.190310,123.56215667725,SPOTTRACE,Y,2021-02-05 21:14:28,GOOD,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782107,1537378902,sftp0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3183986,TNC3183986,2021-02-05 21:14:29,UNLIMITED-TRACK,-2.523270,130.46997070312,"","",2021-02-05 21:14:29,GOOD,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782109,1537378902,0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3183986,TNC3183986,2021-02-05 21:14:29,UNLIMITED-TRACK,-2.523270,130.46997070312,SPOTTRACE,Y,2021-02-05 21:14:29,GOOD,0,-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782113,1537379548,sftp0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3127001,TNC3127001,2021-02-05 21:16:06,UNLIMITED-TRACK,3.869380,95.86511230469,"","",2021-02-05 21:16:06,LOW,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782115,1537379548,0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3127001,TNC3127001,2021-02-05 21:16:06,UNLIMITED-TRACK,3.869380,95.86511230469,SPOTTRACE,Y,2021-02-05 21:16:06,LOW,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782116,1537381301,sftp0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3127001,TNC3127001,2021-02-05 21:21:03,UNLIMITED-TRACK,3.869410,95.86515808105,"","",2021-02-05 21:21:03,LOW,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782121,1537381301,0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3127001,TNC3127001,2021-02-05 21:21:03,UNLIMITED-TRACK,3.869410,95.86515808105,SPOTTRACE,Y,2021-02-05 21:21:03,LOW,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782123,1537383067,sftp0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3194704,TNC3194704,2021-02-05 21:25:16,UNLIMITED-TRACK,1.158510,129.84934997559,"","",2021-02-05 21:25:16,LOW,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782124,1537383138,sftp0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3195424,TNC3195424,2021-02-05 21:25:29,UNLIMITED-TRACK,-5.930570,105.74388122559,"","",2021-02-05 21:25:29,LOW,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782136,1537385282,sftp0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3127001,TNC3127001,2021-02-05 21:26:00,UNLIMITED-TRACK,3.869400,95.86508941650,"","",2021-02-05 21:26:00,LOW,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782150,1537385282,0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3127001,TNC3127001,2021-02-05 21:26:00,UNLIMITED-TRACK,3.869400,95.86508941650,SPOTTRACE,Y,2021-02-05 21:26:00,LOW,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782126,1537384543,sftp0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-4404563,TNC4404563,2021-02-05 21:29:08,NEWMOVEMENT,3.911970,125.38406372070,"","",2021-02-05 21:29:08,GOOD,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782130,1537384543,0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-4404563,TNC4404563,2021-02-05 21:29:08,NEWMOVEMENT,3.911970,125.38406372070,SPOTTRACE,Y,2021-02-05 21:29:08,GOOD,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782132,1537384964,sftp0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-4423565,TNC4423565,2021-02-05 21:30:17,STOP,-8.686980,119.53560638428,"","",2021-02-05 21:30:17,GOOD,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782133,1537385119,sftp0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3171289,tnc0429,2021-02-05 21:30:42,NEWMOVEMENT,3.908980,125.38046264648,"","",2021-02-05 21:30:42,GOOD,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782149,1537385119,0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3171289,tnc0429,2021-02-05 21:30:42,NEWMOVEMENT,3.908980,125.38046264648,SPOTTRACE,Y,2021-02-05 21:30:42,GOOD,0,-37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782134,1537385136,sftp0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-4405940,TNC4405940,2021-02-05 21:30:44,NEWMOVEMENT,-2.210190,124.37422180176,"","",2021-02-05 21:30:44,LOW,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782135,1537385241,sftp0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3127001,TNC3127001,2021-02-05 21:31:00,UNLIMITED-TRACK,3.869310,95.86508941650,"","",2021-02-05 21:31:00,LOW,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782148,1537385241,0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3127001,TNC3127001,2021-02-05 21:31:00,UNLIMITED-TRACK,3.869310,95.86508941650,SPOTTRACE,Y,2021-02-05 21:31:00,LOW,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782137,1537385457,sftp0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3183868,TNC3183868,2021-02-05 21:31:29,NEWMOVEMENT,3.911680,125.38166046143,"","",2021-02-05 21:31:29,GOOD,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782147,1537385457,0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3183868,TNC3183868,2021-02-05 21:31:29,NEWMOVEMENT,3.911680,125.38166046143,SPOTTRACE,Y,2021-02-05 21:31:29,GOOD,0,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782138,1537385696,sftp0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-4405771,TNC4405771,2021-02-05 21:32:04,NEWMOVEMENT,-8.734430,119.46444702148,"","",2021-02-05 21:32:04,GOOD,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782146,1537385696,0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-4405771,TNC4405771,2021-02-05 21:32:04,NEWMOVEMENT,-8.734430,119.46444702148,SPOTTRACE,Y,2021-02-05 21:32:04,GOOD,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782139,1537385848,sftp0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-4425151,TNC4425151,2021-02-05 21:32:31,UNLIMITED-TRACK,0.710230,127.26614379883,"","",2021-02-05 21:32:31,GOOD,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782143,1537386430,sftp0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-4405177,TNC4405177,2021-02-05 21:33:59,STOP,1.493790,125.24018859863,"","",2021-02-05 21:33:59,LOW,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782151,1537387276,sftp0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3127001,TNC3127001,2021-02-05 21:36:00,UNLIMITED-TRACK,3.869300,95.86506652832,"","",2021-02-05 21:36:00,LOW,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782160,1537387276,0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3127001,TNC3127001,2021-02-05 21:36:00,UNLIMITED-TRACK,3.869300,95.86506652832,SPOTTRACE,Y,2021-02-05 21:36:00,LOW,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782152,1537387767,sftp0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3171379,tnc0457,2021-02-05 21:37:07,NEWMOVEMENT,-2.919430,131.98431396484,"","",2021-02-05 21:37:07,LOW,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782159,1537387767,0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3171379,tnc0457,2021-02-05 21:37:07,NEWMOVEMENT,-2.919430,131.98431396484,SPOTTRACE,Y,2021-02-05 21:37:07,LOW,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782154,1537389085,sftp0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3183067,TNC3183067,2021-02-05 21:40:09,NEWMOVEMENT,3.902530,125.38166046143,"","",2021-02-05 21:40:09,GOOD,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782172,1537389085,0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3183067,TNC3183067,2021-02-05 21:40:09,NEWMOVEMENT,3.902530,125.38166046143,SPOTTRACE,Y,2021-02-05 21:40:09,GOOD,0,-46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782161,1537389216,sftp0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3127632,TNC3127632,2021-02-05 21:40:28,NEWMOVEMENT,2.126800,118.31432342529,"","",2021-02-05 21:40:28,GOOD,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782171,1537389216,0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3127632,TNC3127632,2021-02-05 21:40:28,NEWMOVEMENT,2.126800,118.31432342529,SPOTTRACE,Y,2021-02-05 21:40:28,GOOD,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782162,1537389334,sftp0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3171289,tnc0429,2021-02-05 21:40:43,UNLIMITED-TRACK,3.912180,125.36620330811,"","",2021-02-05 21:40:43,GOOD,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782170,1537389334,0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3171289,tnc0429,2021-02-05 21:40:43,UNLIMITED-TRACK,3.912180,125.36620330811,SPOTTRACE,Y,2021-02-05 21:40:43,GOOD,0,-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782163,1537389356,sftp0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3183538,TNC3183538,2021-02-05 21:40:45,NEWMOVEMENT,3.186200,125.50817871094,"","",2021-02-05 21:40:45,LOW,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782169,1537389356,0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3183538,TNC3183538,2021-02-05 21:40:45,NEWMOVEMENT,3.186200,125.50817871094,SPOTTRACE,Y,2021-02-05 21:40:45,LOW,0,-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782164,1537389441,sftp0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3127001,TNC3127001,2021-02-05 21:40:57,UNLIMITED-TRACK,3.869280,95.86502838135,"","",2021-02-05 21:40:57,LOW,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782168,1537389441,0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3127001,TNC3127001,2021-02-05 21:40:57,UNLIMITED-TRACK,3.869280,95.86502838135,SPOTTRACE,Y,2021-02-05 21:40:57,LOW,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782166,1537390698,sftp0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-4425149,TNC4425149,2021-02-05 21:44:09,UNLIMITED-TRACK,-2.119920,128.79124450684,"","",2021-02-05 21:44:09,GOOD,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782173,1537391254,sftp0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3171289,tnc0429,2021-02-05 21:45:40,UNLIMITED-TRACK,3.911140,125.36546325684,"","",2021-02-05 21:45:40,GOOD,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782183,1537391254,0E36aLPodTdWPLKGj9x1N1Od4dcfZBHqi,0-3171289,tnc0429,2021-02-05 21:45:40,UNLIMITED-TRACK,3.911140,125.36546325684,SPOTTRACE,Y,2021-02-05 21:45:40,GOOD,0,-37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
